year,GroupedRows,ChildCountMean,lengthMean,flesch_kincaid_Mean,smog_Mean
2015,16037,0.4260148406809254,8621.381056571554,12.98247511535948,15.175447605037723
2000,664,0.3328313253012048,4946.933735045181,12.306078691762048,14.397426726415667
2006,4553,0.3336261805403031,6167.065012344828,12.674898783269054,14.856841427103005
2007,5368,0.3524590163934426,6444.875186493478,12.731014832598731,14.987739143653128
2008,6053,0.3679167355030563,6590.150834258879,12.762229113051383,15.02443464147695
2009,6384,0.375,6804.361998771304,12.819631158192353,15.096632923995926
2010,8263,0.3761345758199201,6900.21892801791,12.872437965414502,15.144476426051067
2011,10594,0.3785161412120068,7320.963186446858,12.87651344552105,15.167733997076645
2012,12434,0.3923918288563616,7652.358774243526,12.868279568562812,15.12836436116857
2013,13914,0.4045565617363806,7970.177087534283,12.893975981321686,15.137606632232288
2014,14870,0.4125084061869536,8299.186146423133,12.965710237792196,15.175816112954267
2016,16672,0.4331813819577735,9102.54720449436,13.02051218825636,15.196022558641431
2017,15178,0.4506522598497826,9754.746079163266,13.084539914462646,15.21957181817295
2018,11955,0.4945211208699289,11937.862735890258,13.105049711136761,15.241980080082813
2019,12762,0.530246042939978,13603.173013323147,13.141973484014262,15.216748105395702
2001,1207,0.3355426677713339,5320.711681661971,12.533187780768845,14.761306281789565
2002,1875,0.3370666666666667,5611.670400121067,12.606722337422932,14.874688026069336
2003,2349,0.34738186462324394,5797.088548564494,12.568767035814387,14.824635476466582
2004,2908,0.3421595598349381,5901.616575033355,12.629759959959765,14.837888206317057
2005,3290,0.3276595744680851,6087.889665655927,12.628939551863525,14.806579976814588
1997,2,0.0,1406.0,12.25600353,0.0
1998,26,0.34615384615384615,3355.307692192308,12.346553686538462,10.661372798076922
1999,117,0.3333333333333333,3961.230769025641,12.149712326324789,14.079435041880343
