year,GroupedRows,ChildCountMean,lengthMean,flesch_kincaid_Mean,smog_Mean
2014,166,0.4457831325301205,8151.987951993976,12.557760260481928,14.86464063873494
2015,184,0.44021739130434784,8310.989130298913,12.609985665380433,14.890510182336955
2016,195,0.4512820512820513,8676.743589435897,12.692336147538462,14.884305904307693
2017,180,0.4666666666666667,9049.555555800001,12.816950373222223,14.970673944444444
2002,30,0.5,5638.333333433334,11.973115466666664,13.487802985333333
2003,38,0.5,5158.421053026315,11.772547066052631,14.15945715710526
2004,44,0.4318181818181818,5662.295454568182,11.957439395909091,14.423845547272727
2005,51,0.43137254901960786,5933.490195882353,11.898288080588234,14.39704956764706
2006,68,0.45588235294117646,6185.279411764706,12.05772172764706,14.461230786470587
2007,63,0.5555555555555556,8074.317460047619,12.520934542857143,14.746386567619048
2008,64,0.53125,7399.125000125001,12.400803023749999,14.557716863749999
2009,64,0.4375,7188.328124859376,12.4593473353125,14.6058845821875
2010,86,0.4186046511627907,6929.279069790698,12.427566170930234,14.774164121511626
2011,113,0.40707964601769914,6379.9823008672565,12.218662983274335,14.66785091424779
2012,124,0.4274193548387097,7384.669354419354,12.190789773064518,14.711014024435485
2013,152,0.4473684210526316,7497.769736671053,12.380167961052631,14.809182016315791
2018,157,0.49044585987261147,11681.095540401275,13.00472616044586,15.067040976305732
2019,178,0.5168539325842697,11971.668541460675,13.050666830898875,15.120564200898878
1999,1,0.0,5299.0,14.73675892,16.0302975
2000,14,0.42857142857142855,5266.0,12.47588062,14.6921698
2001,22,0.36363636363636365,5432.136364,12.378942179999997,14.277262559999999
