year,GroupedRows,ChildCountMean,lengthMean,flesch_kincaid_Mean,smog_Mean
2017,51715,0.4480324857391472,10408.124914232681,13.138270279224441,15.27170695710159
2018,40795,0.5086897904154921,13182.52136122978,13.202998879009343,15.311308067110676
2019,42825,0.5443549328663164,14920.640072051388,13.240542036773563,15.307421835119678
2001,3745,0.31882510013351134,5689.586381737248,12.412825982482778,14.520568388769021
2002,5716,0.3224282715185444,5997.9788313303025,12.523114265858988,14.673644471063689
2003,7371,0.32695699362366026,6195.696784819293,12.525148509014787,14.670599979222631
2004,9338,0.3273720282715785,6404.963589767509,12.574610324973548,14.74316319245877
2005,10852,0.3244563214154073,6673.865738914853,12.605591853770827,14.801117843281427
2006,14999,0.33642242816187745,6872.561037555973,12.676821464171544,14.889288818157887
2007,18171,0.3491827637444279,7030.365197504649,12.756122883528695,15.002487880839801
2008,21063,0.3629112662013958,7084.687081453542,12.792914961273228,15.052124955353463
2009,21643,0.37499422446056463,7307.29390555288,12.86357515712905,15.116656378070964
2010,28706,0.3801992614784366,7380.029227372883,12.900543078191804,15.151830980040652
2011,37794,0.3773350267238186,7717.499708934222,12.894548406919824,15.177309558065536
2012,45604,0.3871809490395579,7994.12895799829,12.911255595234762,15.16007300788966
2013,50879,0.3980031054069459,8303.153736985492,12.947600265330529,15.175004199648978
2014,54302,0.4058966520570145,8702.281868038013,13.013022023902325,15.21251023055302
2015,58120,0.42032002752924985,9081.756022195164,13.042382648306953,15.227442770206308
2016,59280,0.4285425101214575,9570.470529610968,13.065276494569659,15.23705104176889
1999,440,0.325,4021.7840909613633,12.39405500540909,14.010732183795454
2000,2212,0.30560578661844484,5045.425406758589,12.211258425276673,14.283282915334539
1998,103,0.32038834951456313,3519.242718427185,12.525732390951454,11.878881077087378
1997,4,0.25,2023.25,12.437881254999999,3.566323155
