year,GroupedRows,ChildCountMean,lengthMean,flesch_kincaid_Mean,smog_Mean
2017,228,0.37719298245614036,8651.131579377194,13.168400579649123,15.405710504649122
2018,205,0.45365853658536587,10640.6439,13.113991610878049,15.445628648975608
2019,172,0.45348837209302323,12333.988376046513,13.436115605523257,15.45426194726744
2003,7,0.0,2918.0,11.485331509714285,5.704172017142857
2004,6,0.16666666666666666,6679.0,12.721457283333335,14.862877633333332
2005,12,0.0,6935.250000250001,12.708781262499999,14.815277607499999
2006,31,0.22580645161290322,5982.5161290322585,12.296357867096775,13.674559187096772
2007,38,0.23684210526315788,7371.868421210527,12.631343837368423,14.884535499473683
2008,52,0.34615384615384615,7806.269230673077,12.823495512884616,15.129330107692308
2009,57,0.49122807017543857,7566.947368157895,12.960146272982458,15.168488543859649
2010,102,0.4019607843137255,7621.588235372549,12.611679550882354,15.264349150490197
2011,142,0.3873239436619718,7855.091549542252,12.721548848380278,15.210659869788733
2012,148,0.3581081081081081,7452.9324324324325,12.750217026216216,14.970777858783785
2013,167,0.39520958083832336,7678.071855916168,12.807282520538921,14.898173153413174
2014,207,0.4057971014492754,8115.241545652174,12.948157783381644,15.133694512657003
2015,227,0.36123348017621143,8452.678414136564,13.134620427753303,15.175389551453744
2016,236,0.3432203389830508,8331.105932101695,13.139351861737287,15.354609118983051
1999,1,0.0,3630.0,9.315502727,11.79290869
2000,2,0.0,1178.5,5.76357143,0.0
2001,3,0.6666666666666666,2923.333333,13.94635678,0.0
2002,4,0.25,4071.25,11.40365745,14.11778686
