year,GroupedRows,ChildCountMean,lengthMean,flesch_kincaid_Mean,smog_Mean
1.0,1,1.0,6269.0,12.42906758,
0.6,5,0.6,4557.0,10.97302634,14.36255379
0.6666666666666666,3,0.6666666666666666,5447.666667,10.91781751,14.36255379
0.3333333333333333,6,0.3333333333333333,3673.5,11.29279876,14.29742735
0.25,8,0.25,3542.875,11.01166911,14.06016331
0.5,6,0.5,5048.333333,11.45698036,14.11226924
0.625,8,0.625,5643.125,12.74122922,14.30107967
0.6666666666666666,9,0.6666666666666666,6829.888889,13.05593854,14.65898789
0.6363636363636364,11,0.6363636363636364,6902.818181999999,12.98227095,14.55038445
0.5833333333333334,12,0.5833333333333334,7221.333333,12.81298699,14.60517843
0.5555555555555556,9,0.5555555555555556,7841.222222,13.21928554,14.71555722
0.6666666666666666,15,0.6666666666666666,9444.466667,13.21479864,15.20318969
0.631578947368421,19,0.631578947368421,8641.894737,13.13926289,15.17289633
0.6190476190476191,21,0.6190476190476191,8118.857143000001,12.87855342,15.10245216
0.5357142857142857,28,0.5357142857142857,8135.214286,13.0149258,14.84052911
0.5,24,0.5,7811.25,12.87372894,14.78964605
0.42857142857142855,21,0.42857142857142855,8536.857143000001,13.11104507,14.90512816
0.4375,16,0.4375,9266.75,13.16916579,14.95642095
